id,medicament_id,medicament_interaction
159,58,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
160,59,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
161,59,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
162,60,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
163,60,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
164,61,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
165,61,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
166,62,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
167,62,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
168,63,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
169,63,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
170,64,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
171,64,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
172,65,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
173,65,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
174,66,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
175,66,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
176,67,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
177,67,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
178,68,Les médicaments contenant des estrogènes peuvent diminuer l'effet de ce traitement.
179,68,Informez par ailleurs votre médecin si vous prenez un médicament contenant de la rifampicine.
180,71,"Ce médicament ne doit pas être associé avec les bêtabloquants utilisés dans les troubles du rythme cardiaque (carvédilol, bisoprolol, métoprolol) : risque d'augmentation des effets indésirables cardiaques."
181,71,Il peut interagir avec les autres antiarythmiques de classe I et les médicaments susceptibles de donner des torsades de pointes.
182,71,Informez par ailleurs votre médecin si vous prenez un bêtabloquant ou un médicament ralentissant le rythme cardiaque.
183,72,Ce médicament peut interagir avec les autres inhibiteurs de la cholinestérase (anticholinestérasiques).
184,76,"L'efficacité contraceptive de ce médicament peut être diminuée par les barbituriques, les anticonvulsivants, certains traitements du sida, les produits de phytothérapie contenant du millepertuis et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine."
185,76,Certains antibiotiques comme l'ampicilline et les tétracyclines peuvent également diminuer son efficacité contraceptive.
186,79,"Ce médicament ne doit pas être associé aux anticonvulsivants contenant de la carbamazépine, de l'oxcarbazépine, du phénobarbital, de la phénytoïne, aux antibactériens contenant de la rifabutine ou de la rifampicine, aux antiulcéreux de la famille des inhibiteurs de la pompe à protons (oméprazole, ésoméprazole, lansoprazole, pantoprazole, rabéprazole), à la dexaméthasone ou aux produits de phytothérapie contenant du millepertuis : risque de diminution de l'effet de ce médicament."
187,79,"Il peut interagir avec les médicaments favorisant les torsades de pointes, les antiulcéreux contenant un antihistaminique H2 (cimétidine, ranitidine, famotidine, nizatidine), les antiacides ou les médicaments contenant du dabigatran, de l'érythromycine, de la clarithromycine ou de la méthadone."
188,79,"Certains traitement doivent être évités ou justifient une surveillance renforcée du bon fonctionnement de vos reins : aminosides, amphotéricine B, foscarnet, ganciclovir, pentamidine, vancomycine, cidofovir."
189,79,Ne prenez aucun autre médicament sans prendre l'avis de votre médecin ou de votre pharmacien. Les recommandations peuvent varier selon les situations et l'importance des traitements associés.
190,81,Ce médicament peut interagir avec les anticoagulants oraux (warfarine par exemple) et les médicaments qui contiennent de la colestyramine.
191,83,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
192,83,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
193,83,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
194,83,L'administration d'un vaccin vivant (vaccin contre la fièvre jaune par exemple) est déconseillée pendant le traitement.
195,83,Évitez également de manger du pamplemousse ou de boire du jus de pamplemousse pendant le traitement.
196,83,Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament.
197,84,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
198,84,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
199,84,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
200,84,L'administration d'un vaccin vivant (vaccin contre la fièvre jaune par exemple) est déconseillée pendant le traitement.
201,84,Évitez également de manger du pamplemousse ou de boire du jus de pamplemousse pendant le traitement.
202,84,Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament.
203,85,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
204,85,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
205,85,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
206,85,L'administration d'un vaccin vivant (vaccin contre la fièvre jaune par exemple) est déconseillée pendant le traitement.
207,85,Évitez également de manger du pamplemousse ou de boire du jus de pamplemousse pendant le traitement.
208,85,Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament.
209,86,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
210,86,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
211,86,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
212,86,L'administration d'un vaccin vivant (vaccin contre la fièvre jaune par exemple) est déconseillée pendant le traitement.
213,86,Évitez également de manger du pamplemousse ou de boire du jus de pamplemousse pendant le traitement.
214,86,Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament.
215,87,Ce médicament ne doit pas être associé
216,87,"aux médicaments contenant de l'association glécaprévir/pibrentasvir (MAVIRET) : risque d'augmentation importante des transaminases,"
217,87,aux produits de phytothérapie contenant du millepertuis : risque de diminution de son efficacité et de son effet contraceptif.
218,87,"L'effet de ce médicament peut également être diminué par les anticonvulsivants, certains traitements du sida et les médicaments contenant l'une des substances suivantes : griséofulvine, rifampicine, rifabutine, lamotrigine, modafinil, topiramate, vémurafénib."
219,87,Informez votre médecin de tous vos autrres traitements en cours.
220,88,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
221,88,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
222,88,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
223,88,L'administration d'un vaccin vivant (vaccin contre la fièvre jaune par exemple) est déconseillée pendant le traitement.
224,88,Évitez également de manger du pamplemousse ou de boire du jus de pamplemousse pendant le traitement.
225,88,Demandez conseil à votre médecin traitant ou à votre pharmacien avant la prise de tout autre médicament.
226,89,les inhibiteurs de l'enzyme de conversion : augmentation du risque d'œdème de Quincke;
227,89,"les médicaments contenant du kétoconazole, de l'itraconazole, du fluconazole, de l'érythromycine, de la clarithromycine, du ritonavir, du vérapamil, du diltiazem, de la dronédarone, de la ciclosporine ou de l'imatinib : risque d'augmentation des effets indésirables de l'évérolimus ;"
228,89,"les médicaments contenant de la rifampicine, de la rifabutine, de l'éfavirenz, de la névirapine, de la phénytoïne, de la carbamazépine, du phénobarbital, de la fosphénytoïne, de la primidone ou du millepertuis : risque de baisse d'efficacité de l'évérolimus."
